index,total_on_role,mean_champ_win_rate,mean_role_win_rate,jg_on_role,mean_session_games,aggregate_session_win_rate,win,match_id
0,1,-0.04756054756054762,-0.15433934984498737,1,0.7999999999999999,-0.33333333333333337,1.0,NA1_4035098734
0,-2,0.5151515151515151,-0.19907633031344374,-1,-2.0,0.39583333333333337,1.0,NA1_4035099262
0,2,-0.18753417167851283,0.04109435695814756,1,1.2,0.42857142857142855,1.0,NA1_4035079696
0,1,-0.13181818181818172,-0.12783882783882783,1,2.4,-0.045112781954887216,1.0,NA1_4035098925
0,-1,0.08333333333333331,-0.16351981351981354,-1,-0.19999999999999996,-0.05555555555555558,-1.0,NA1_4035099089
0,1,-0.034782608695652195,-0.31842453079566485,0,0.0,0.0,-1.0,NA1_4035099061
0,-1,-0.06493506493506496,-0.44925314465408805,0,-5.0,0.4814814814814815,-1.0,NA1_4035099257
0,-1,0.19186046511627908,-0.14817356154220068,0,0.6000000000000001,0.09230769230769231,-1.0,NA1_4035098537
0,1,0.05161290322580647,0.004349177767601797,0,0.3999999999999999,-0.08333333333333331,1.0,NA1_4035099239
0,-1,0.06226950354609928,-0.07689678742310319,0,-65.4,0.20426232883764028,1.0,NA1_4035079604
0,0,-0.08360655737704914,-0.23293298824260755,-1,-1.7999999999999998,-0.3897058823529411,-1.0,NA1_4035089723
0,-3,-0.07878989361702127,-0.4093556716507536,0,-2.4,-0.5384615384615384,1.0,NA1_4035099133
0,0,,,0,,,-1.0,NA1_4035099329
0,2,0.08643815201192256,-0.14012040283991778,1,0.7999999999999999,0.16666666666666663,1.0,NA1_4035079700
0,1,0.10024346353339686,-0.04291721458757869,0,0.40000000000000013,0.2916666666666667,1.0,NA1_4035099037
0,-1,-0.21794871794871795,-0.07901794127261896,0,-0.40000000000000013,-0.101010101010101,1.0,NA1_4035089606
0,-2,0.006349206349206327,-0.2953988836410477,-1,-1.8000000000000003,-0.045454545454545414,-1.0,NA1_4035099220
0,0,0.17335431418830316,-0.16524838333942277,0,1.4000000000000001,-0.4772727272727273,1.0,NA1_4035098967
0,0,0.06904761904761914,-0.21296703296703295,0,2.0,-0.14999999999999997,1.0,NA1_4035099234
0,1,-0.10476190476190472,-0.05119047619047623,0,-0.5999999999999999,-0.1071428571428571,1.0,NA1_4035089662
0,-2,0.015151515151515138,-0.3290176661165108,0,-0.20000000000000007,-0.5,-1.0,NA1_4035089568
0,0,0.04684684684684681,-0.0760489510489511,0,0.6000000000000001,0.16666666666666666,1.0,NA1_4035098898
0,-1,0.3333333333333333,-0.05446389623475323,0,-2.8000000000000003,0.047619047619047616,1.0,NA1_4035098870
0,1,0.0014414414414414267,0.06537863421230555,0,-49.599999999999994,-0.33333333333333337,1.0,NA1_4169245913
0,1,0.2036290322580645,-0.02145756181498526,1,0.3999999999999999,0.3333333333333333,1.0,NA1_4035089711
0,2,-0.07168458781362008,-0.2671824009324009,0,3.1999999999999997,0.14035087719298245,1.0,NA1_4035089527
0,-3,0.045454545454545414,-0.10099255583126554,0,0.5999999999999999,-0.0357142857142857,-1.0,NA1_4035098675
0,-2,0.0033783783783783994,-0.35490196078431374,0,-1.4,0.06666666666666665,-1.0,NA1_4035098733
0,-2,0.375,-0.5043956043956044,-1,-1.0,0.16666666666666663,1.0,NA1_4035099011
0,2,0.7192982456140351,0.10212309609727116,1,1.0000000000000002,0.4848484848484849,1.0,NA1_4035098637
0,1,0.4347826086956522,-0.1746534653465347,0,-0.19999999999999996,-0.3194444444444444,-1.0,NA1_4035098799
0,0,0.0531400966183575,-0.002788590962503945,1,-2.2,-0.015873015873015872,-1.0,NA1_4035099162
0,-2,0.0389016018306636,-0.20582925488585868,-1,-2.5999999999999996,-0.08771929824561403,1.0,NA1_4035099107
0,-3,-0.02412280701754388,0.024132985658409378,0,1.0,0.047619047619047616,1.0,NA1_4035098818
0,0,-0.047619047619047616,-0.29191493681165304,-1,0.20000000000000007,-0.41666666666666663,-1.0,NA1_4035079718
0,0,-0.22475961538461542,-0.42625,0,,,-1.0,NA1_4035098786
0,1,0.1355013550135502,-0.07404588394062084,1,0.19999999999999996,0.2333333333333334,-1.0,NA1_4035099242
0,-1,0.0736842105263158,-0.16576660145516886,-1,-0.8000000000000003,0.27083333333333337,-1.0,NA1_4035099132
0,-2,0.2142857142857143,-0.2756756756756757,0,-2.2,-0.5238095238095237,-1.0,NA1_4035099256
0,0,-0.23188405797101447,-0.04003316749585406,0,0.40000000000000013,0.12698412698412703,-1.0,NA1_4035099036
0,2,0.16666666666666663,-0.15968553459119494,0,-0.6000000000000001,-0.38636363636363635,-1.0,NA1_4035089626
0,2,0.002760524499654915,0.06665804783451856,0,0.0,0.07692307692307698,1.0,NA1_4035089632
0,0,-0.0331989247311828,-0.010812211173696129,0,1.4,0.033333333333333326,-1.0,NA1_4035098893
0,1,0.32838169231103104,-0.16369980853038524,0,115.19999999999999,-0.14583333333333337,-1.0,NA1_4035079666
